timestamp,binX1,binX2,binX3,binX4,binTheta1,binTheta2,binTheta3,binTheta4,Mean
1458255639023472,0.0,0.838235294118,0.161764705882,0.0,0.205882352941,0.0,0.161764705882,0.632352941176,-0.322733739789
1458255804558728,0.0147058823529,0.308823529412,0.632352941176,0.0441176470588,0.235294117647,0.661764705882,0.0147058823529,0.0882352941176,-2.73120235958
1458255806590634,0.0,0.867647058824,0.132352941176,0.0,0.0,0.0,0.117647058824,0.882352941176,1.61568338531
1458255331556495,0.0735294117647,0.176470588235,0.0588235294118,0.0588235294118,0.294117647059,0.705882352941,0.0,0.0,0.261404568585
1458255797426758,0.0294117647059,0.0588235294118,0.117647058824,0.441176470588,0.0735294117647,0.838235294118,0.0294117647059,0.0588235294118,0.0650114144339
1458254949253985,0.0,0.0147058823529,0.0294117647059,0.0294117647059,0.0,0.0735294117647,0.911764705882,0.0147058823529,13.3566525198
1458255486487864,0.0735294117647,0.205882352941,0.558823529412,0.0735294117647,0.132352941176,0.352941176471,0.279411764706,0.235294117647,0.249712822836
1458255644359306,0.0,0.0,0.382352941176,0.617647058824,0.0,0.0,1.0,0.0,2.85502704521
1458255796058858,0.382352941176,0.0882352941176,0.0294117647059,0.0,0.0,0.0,0.0294117647059,0.970588235294,5.52327358248
1458255776858901,0.176470588235,0.220588235294,0.220588235294,0.117647058824,0.441176470588,0.220588235294,0.279411764706,0.0588235294118,-0.593901247049
1458255236852865,0.0,0.191176470588,0.808823529412,0.0,0.132352941176,0.102941176471,0.705882352941,0.0588235294118,0.495132309169
1458255808127069,0.191176470588,0.514705882353,0.294117647059,0.0,0.0,0.0,0.294117647059,0.705882352941,8.93534543144
1458254853118405,0.0,0.0147058823529,0.0147058823529,0.0147058823529,0.0,0.147058823529,0.808823529412,0.0441176470588,23.1897021935
1458254992917790,0.264705882353,0.294117647059,0.294117647059,0.0588235294118,0.0,0.0,0.352941176471,0.647058823529,9.52858431223
1458255738958997,0.0,0.117647058824,0.808823529412,0.0735294117647,0.117647058824,0.882352941176,0.0,0.0,-2.56145698527
1458255640723365,0.117647058824,0.294117647059,0.176470588235,0.0588235294118,0.426470588235,0.294117647059,0.161764705882,0.117647058824,-6.78308169749
1458255178989147,0.0,0.470588235294,0.485294117647,0.0441176470588,0.470588235294,0.529411764706,0.0,0.0,-4.22504565287
1458254893986253,0.0,0.323529411765,0.529411764706,0.147058823529,0.0,0.0,0.676470588235,0.323529411765,9.90621187948
1458255422688243,0.0,0.0,0.0,0.0147058823529,0.0,0.0,1.0,0.0,13.4578050282
1458255140489219,0.102941176471,0.161764705882,0.147058823529,0.147058823529,0.0735294117647,0.0588235294118,0.602941176471,0.264705882353,16.9400565757
1458255434324178,0.470588235294,0.264705882353,0.220588235294,0.0,0.161764705882,0.176470588235,0.0441176470588,0.617647058824,-0.822104128365
1458255730490967,0.0,0.0882352941176,0.691176470588,0.220588235294,0.0441176470588,0.764705882353,0.147058823529,0.0441176470588,0.390400344061
1458255450888095,0.0735294117647,0.0882352941176,0.205882352941,0.514705882353,0.0294117647059,0.485294117647,0.323529411765,0.161764705882,3.70986012743
1458255317456590,0.0,0.0,1.0,0.0,0.0,0.514705882353,0.485294117647,0.0,0.875074120951
1458255773758896,0.0,0.0588235294118,0.647058823529,0.235294117647,0.0294117647059,0.485294117647,0.455882352941,0.0294117647059,1.00702329781
1458254976385982,0.0,0.0588235294118,0.941176470588,0.0,0.0588235294118,0.823529411765,0.117647058824,0.0,-2.371500576
1458255269820805,0.0,0.0,0.0,0.0,0.0,0.808823529412,0.191176470588,0.0,208.34491014
1458255806326826,0.0,0.294117647059,0.705882352941,0.0,0.294117647059,0.705882352941,0.0,0.0,-3.77542178033
1458255235289261,0.0,0.911764705882,0.0882352941176,0.0,0.720588235294,0.0882352941176,0.0,0.191176470588,-0.429721814949
1458254965717962,0.0,0.191176470588,0.808823529412,0.0,0.147058823529,0.720588235294,0.0882352941176,0.0441176470588,-1.25036572894
1458255613291524,0.0,0.897058823529,0.102941176471,0.0,0.514705882353,0.0735294117647,0.0294117647059,0.382352941176,-0.129187401177
1458255219888997,0.0,0.161764705882,0.838235294118,0.0,0.0294117647059,0.220588235294,0.617647058824,0.132352941176,0.452497791219
1458255834526832,0.0,0.0441176470588,0.955882352941,0.0,0.0147058823529,0.294117647059,0.661764705882,0.0294117647059,0.775320306675
1458254935453997,0.102941176471,0.617647058824,0.279411764706,0.0,0.720588235294,0.279411764706,0.0,0.0,-3.12696681746
1458254887918229,0.0147058823529,0.132352941176,0.0588235294118,0.191176470588,0.0,0.323529411765,0.529411764706,0.147058823529,5.93971464705
1458255271289337,0.0147058823529,0.0735294117647,0.191176470588,0.235294117647,0.0,0.441176470588,0.455882352941,0.102941176471,4.49504218524
1458255153521324,0.0588235294118,0.0147058823529,0.0147058823529,0.0882352941176,0.147058823529,0.0882352941176,0.0147058823529,0.75,-2.3313217902
1458255114185330,0.0294117647059,0.838235294118,0.0441176470588,0.0,0.794117647059,0.0441176470588,0.0,0.161764705882,-1.49864110576
1458255488655918,0.0,0.75,0.25,0.0,0.75,0.25,0.0,0.0,-2.14052313
1458255852590541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.69053125492
1458255659659329,0.191176470588,0.0294117647059,0.0441176470588,0.0441176470588,0.485294117647,0.514705882353,0.0,0.0,-6.62502792373
1458254974717953,0.0,0.735294117647,0.264705882353,0.0,0.0,0.0,0.264705882353,0.735294117647,2.396645033
1458255141889488,0.279411764706,0.0,0.0,0.0,0.0441176470588,0.0,0.0,0.955882352941,-2.25072968867
1458254878550367,0.25,0.647058823529,0.102941176471,0.0,0.0588235294118,0.0,0.102941176471,0.838235294118,-0.417238121513
1458255918258270,0.0,0.632352941176,0.367647058824,0.0,0.0735294117647,0.0294117647059,0.338235294118,0.558823529412,0.216977824427
1458255435256230,0.117647058824,0.117647058824,0.352941176471,0.191176470588,0.352941176471,0.5,0.147058823529,0.0,-4.85557004315
1458255070053489,0.161764705882,0.455882352941,0.161764705882,0.102941176471,0.397058823529,0.382352941176,0.0,0.220588235294,-2.22171042397
1458255098785378,0.0,0.0294117647059,0.970588235294,0.0,0.0,0.0882352941176,0.882352941176,0.0294117647059,0.598521578797
1458255205621125,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.10894001031
1458255262456880,0.0882352941176,0.338235294118,0.205882352941,0.191176470588,0.544117647059,0.455882352941,0.0,0.0,-12.8164892851
