timestamp,binX1,binX2,binX3,binX4,binTheta1,binTheta2,binTheta3,binTheta4,Mean
1458769422053344,0.0,0.0735294117647,0.926470588235,0.0,0.0147058823529,0.0,0.926470588235,0.0588235294118,0.602833914688
1458769559556804,0.0,0.441176470588,0.558823529412,0.0,0.367647058824,0.514705882353,0.0441176470588,0.0735294117647,-0.00428624592231
1458769512921054,0.0,0.0,0.191176470588,0.720588235294,0.0,0.661764705882,0.338235294118,0.0,2.52866093466
1458769675724390,0.0,0.191176470588,0.808823529412,0.0,0.161764705882,0.647058823529,0.161764705882,0.0294117647059,0.0152590484737
1458769597620757,0.0294117647059,0.75,0.220588235294,0.0,0.485294117647,0.176470588235,0.0441176470588,0.294117647059,-0.712682292978
1458769603356666,0.0,0.191176470588,0.808823529412,0.0,0.0,0.0,0.808823529412,0.191176470588,0.449343049881
1458769226618187,0.0,0.897058823529,0.102941176471,0.0,0.897058823529,0.102941176471,0.0,0.0,-0.740366570228
1458769577756807,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.626137922644
1458769453154456,0.220588235294,0.647058823529,0.132352941176,0.0,0.441176470588,0.132352941176,0.0,0.426470588235,-1.38785429042
1458769200118517,0.323529411765,0.0735294117647,0.0,0.0,0.632352941176,0.0,0.0,0.367647058824,-6.94501019686
1458769344717694,0.0,1.0,0.0,0.0,0.544117647059,0.0,0.0,0.455882352941,-0.691725344317
1458769405485386,0.0,0.0735294117647,0.926470588235,0.0,0.0588235294118,0.323529411765,0.602941176471,0.0147058823529,0.655018260479
1458769186118238,0.0,1.0,0.0,0.0,0.0882352941176,0.0,0.0,0.911764705882,0.000707783089865
1458769285517898,0.0,0.0,0.264705882353,0.441176470588,0.0,1.0,0.0,0.0,0.137827642748
1458769518852964,0.823529411765,0.176470588235,0.0,0.0,0.25,0.0,0.0,0.75,-2.06734765972
1458769346617684,0.0,0.0441176470588,0.0147058823529,0.0441176470588,0.176470588235,0.117647058824,0.470588235294,0.235294117647,9.57281139907
1458769609720689,0.573529411765,0.426470588235,0.0,0.0,0.852941176471,0.0,0.0,0.147058823529,-1.8502031071
1458769490653061,0.0441176470588,0.602941176471,0.308823529412,0.0441176470588,0.0882352941176,0.279411764706,0.0735294117647,0.558823529412,-0.123687442949
1458769504653045,0.397058823529,0.602941176471,0.0,0.0,0.970588235294,0.0,0.0,0.0294117647059,-1.76641734507
1458769398053468,0.0441176470588,0.602941176471,0.352941176471,0.0,0.544117647059,0.102941176471,0.25,0.102941176471,-0.59510280675
1458769671124417,0.0,0.294117647059,0.705882352941,0.0,0.191176470588,0.308823529412,0.397058823529,0.102941176471,0.141783660864
1458769689788580,0.338235294118,0.0,0.0,0.0,0.0294117647059,0.0,0.0,0.970588235294,-3.32011441339
1458769640824500,0.0,0.926470588235,0.0735294117647,0.0,0.338235294118,0.0147058823529,0.0588235294118,0.588235294118,-0.0718214368702
1458769336417647,0.0,0.0,1.0,0.0,0.0,0.808823529412,0.191176470588,0.0,0.315424389613
1458769632588700,0.0,0.0147058823529,0.985294117647,0.0,0.0147058823529,0.705882352941,0.279411764706,0.0,0.0858142245475
1458769447853219,0.0,0.808823529412,0.191176470588,0.0,0.529411764706,0.0588235294118,0.132352941176,0.279411764706,-0.00314622130848
1458769317385790,0.0,0.0,0.852941176471,0.117647058824,0.0,0.220588235294,0.779411764706,0.0,1.50822789498
1458769354517611,0.0,0.0,1.0,0.0,0.0,0.588235294118,0.411764705882,0.0,0.433949930405
1458769566688819,0.0,0.720588235294,0.279411764706,0.0,0.691176470588,0.220588235294,0.0588235294118,0.0294117647059,-0.47684458341
1458769648688438,0.0735294117647,0.102941176471,0.0588235294118,0.0294117647059,0.529411764706,0.352941176471,0.0,0.117647058824,-2.12889115354
1458769541120924,0.0,0.352941176471,0.588235294118,0.0588235294118,0.176470588235,0.205882352941,0.441176470588,0.176470588235,0.454010586891
1458769258518055,0.0,0.147058823529,0.852941176471,0.0,0.147058823529,0.852941176471,0.0,0.0,-0.211964189296
1458769526588987,0.0,0.632352941176,0.367647058824,0.0,0.102941176471,0.117647058824,0.25,0.529411764706,0.0381718073533
1458769713092279,0.0,0.0,0.0,0.0,0.367647058824,0.0,0.0,0.632352941176,-4.80429569412
1458769379285886,0.0,0.823529411765,0.176470588235,0.0,0.823529411765,0.176470588235,0.0,0.0,-1.16971766206
1458769315686004,0.0,0.0,1.0,0.0,0.0,0.647058823529,0.352941176471,0.0,0.480639706913
1458769220586171,0.0,0.117647058824,0.882352941176,0.0,0.0882352941176,0.602941176471,0.279411764706,0.0294117647059,0.234729875327
1458769215686226,0.102941176471,0.0147058823529,0.0588235294118,0.0441176470588,0.176470588235,0.397058823529,0.0441176470588,0.382352941176,-4.5002519469
1458769662356461,0.0,0.0,1.0,0.0,0.0,0.191176470588,0.808823529412,0.0,1.00503082523
