timestamp,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,brakeEvents,sparseBrakeEvents,emptyBrakeEvents,pbrk
2016-03-23 21:53:45.700,0.000284428561865,0.860347935282,0.503078222372,0.354763447542,0.50878877356,0.476402109548,0.457388303148,0.401802058478,0.476197105448,0.327011816754,0.302597885975,0.44827807357,0.768051559044,0.458513527606,0.397479858462,0.358627986866,0.673968341805,0.400931889226,0.329735120531,0.567903414419,0,0,0,0.0
2016-03-23 21:53:45.800,0.00028517363779,0.860341332415,0.503131968833,0.354940887976,0.51702932493,0.472681632864,0.45785568089,0.401977709771,0.475286304609,0.326621594033,0.31664911651,0.751673459558,0.741111344872,0.40916909219,0.398975691688,0.356139982905,0.665337269853,0.391875407193,0.329550691157,0.571214026513,0,0,0,0.0
2016-03-23 21:53:45.900,0.000286471604492,0.860330133712,0.503221760355,0.355382247901,0.530681269945,0.46652894181,0.458438505215,0.402222957352,0.475318918363,0.326466162774,0.317512563457,0.765634288417,0.76164834101,0.416487814456,0.404513443159,0.354127938875,0.653561394536,0.380383153187,0.318677294019,0.572073654047,0,0,0,0.0
2016-03-23 21:53:46.000,0.00028167070325,0.860380309425,0.502888492652,0.354442070233,0.482877496801,0.488124364313,0.455316135969,0.401403444483,0.476475717972,0.328266820769,0.318617268649,0.769662426822,0.760936186694,0.415594602483,0.403681425642,0.354350584686,0.651005026631,0.377742724424,0.314537272272,0.575824470916,0,0,0,0.0
2016-03-23 21:53:46.100,0.000281572656171,0.860383038656,0.502884246366,0.354580608612,0.48288390084,0.488131374984,0.455071862835,0.401422536286,0.476537550721,0.328253749513,0.316559953162,0.769062139886,0.759148936011,0.415751689278,0.404150371816,0.354152725741,0.65056098373,0.376796566898,0.313294501518,0.576050666335,0,0,0,0.0
2016-03-23 21:53:46.200,0.000281976806055,0.860380905192,0.50291847052,0.354849763249,0.488458383835,0.485622923606,0.455157270969,0.401544397493,0.476188405656,0.327703921062,0.30876729954,0.759118187575,0.740466287163,0.409585006616,0.401100799335,0.356217327971,0.664967306563,0.389217871931,0.32202237536,0.57458916355,0,0,0,0.0
2016-03-23 21:53:46.300,0.000281697369486,0.860379077161,0.502908560316,0.354985650957,0.488459104429,0.485619420091,0.454910209178,0.40172512788,0.476167309111,0.326685383713,0.339233470482,0.656021555473,0.63271492643,0.399361586943,0.373555339478,0.348962218196,0.596769544074,0.339280803182,0.313165523276,0.597252001104,0,0,0,0.0
2016-03-23 21:53:46.400,0.00028166459563,0.860381144447,0.502904644844,0.35512158799,0.488467265869,0.485627755727,0.454671845265,0.401728465795,0.476580720099,0.327075845692,0.347836599046,0.666329061342,0.653717510042,0.402090377878,0.375465882507,0.347964451959,0.586023991234,0.332477653374,0.306885563332,0.596622942051,0,0,0,0.0
2016-03-23 21:53:46.500,0.000281573017921,0.860383408021,0.502900458803,0.355261805353,0.488473835898,0.485634478407,0.454428095975,0.401751668819,0.476715759711,0.327071887885,0.354014963859,0.659045435991,0.649366263841,0.398995234604,0.371974022849,0.348319819282,0.583524480615,0.333253946533,0.309623858465,0.597110679018,0,0,0,0.0
2016-03-23 21:53:46.600,0.000281816839105,0.860379481943,0.502899227853,0.355433849747,0.488487140185,0.485638114623,0.454207081977,0.401733736377,0.479535594382,0.329374858525,0.827077847161,0.603740380286,0.621350071963,0.40179136662,0.374639394384,0.338474203352,0.602672128782,0.340694572559,0.319630782023,0.591557120226,0,0,0,0.0
