timestamp,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,brakeEvents,sparseBrakeEvents,emptyBrakeEvents,pbrk
2016-04-11 20:57:30.400,4.32913421071e-05,0.864385193557,0.498991863721,0.482213468724,0.515518919293,0.47717724089,0.150374887657,0.255486772633,0.43772858428,0.419721245913,0.890181459018,0.678643358288,0.751984763619,0.416595200491,0.404059728218,0.353176661693,0.664713234358,0.388345728106,0.326693309869,0.562368195704,0,0,0,0.0
2016-04-11 20:57:30.500,4.27070014963e-05,0.864391086237,0.498950958301,0.482079402645,0.509574529226,0.479861409366,0.150017015479,0.255382234016,0.437866373443,0.419949060139,0.890631725364,0.678945347253,0.75207423216,0.416470440775,0.403983084215,0.353144392618,0.664682388146,0.388302399079,0.326693502406,0.562123424079,0,0,0,0.0
2016-04-11 20:57:30.600,4.34165381584e-05,0.864383931025,0.499000683326,0.482242322437,0.516801760248,0.476597941269,0.150452182713,0.255510143162,0.437695682011,0.419665643867,0.890160195962,0.679195992619,0.751992231918,0.416513697113,0.403675712834,0.353415868285,0.664153500723,0.388042300787,0.325940959009,0.563729777621,0,0,0,0.0
2016-04-11 20:57:30.700,4.15882879145e-05,0.864402367635,0.49887293586,0.481823413631,0.498242416297,0.484978190144,0.149335117749,0.255187185219,0.438112485668,0.420349678306,0.89188714749,0.682752644034,0.752384851198,0.415665445872,0.40174175919,0.354297684299,0.661660926527,0.386583728927,0.322758713067,0.568502616291,0,0,0,0.0
2016-04-11 20:57:30.800,4.13488425515e-05,0.86440478228,0.498856174038,0.481768477349,0.495806582451,0.48607808237,0.149188472399,0.25514434841,0.43816894756,0.420443029785,0.892071653216,0.68287639011,0.752421512739,0.41561432306,0.401710352762,0.354284461394,0.661648286668,0.386565973983,0.322758791963,0.568402316176,0,0,0,0.0
2016-04-11 20:57:30.900,4.13318633468e-05,0.864404953577,0.498854694917,0.481763902788,0.495585500559,0.486178106175,0.149174829134,0.255136221611,0.438190634895,0.420485179017,0.891691344393,0.679656022738,0.752284779916,0.416176841731,0.403802716651,0.353068453286,0.664609797258,0.388200432182,0.326693955507,0.561547399079,0,0,0,0.0
2016-04-11 20:57:31.000,4.07714924961e-05,0.864410581322,0.498815358983,0.481635217113,0.489872143544,0.488757802122,0.148830906948,0.255032589781,0.438351213258,0.420714265431,0.892818343895,0.682083356999,0.753093128595,0.413099480584,0.401643697879,0.353141507603,0.664883521959,0.386394747665,0.326982919507,0.55587722726,0,0,0,0.0
2016-04-11 20:57:31.100,4.04094546493e-05,0.864414247601,0.498790215667,0.481552446963,0.486222401723,0.4904058241,0.14861123129,0.254972113756,0.438390197761,0.420829114084,0.890848317909,0.67862770263,0.751463537002,0.418214247116,0.40667257429,0.352386015957,0.662427076794,0.389785260344,0.328075823161,0.577535698849,0,0,0,0.0
2016-04-11 20:57:31.200,4.03838165315e-05,0.864414506144,0.49878842093,0.481546564774,0.485961589844,0.490523592789,0.148595529542,0.254967527093,0.438396243301,0.420839109501,0.890868073478,0.678640952485,0.751467462461,0.418208773247,0.406669211512,0.352384600142,0.662425723407,0.38978335927,0.328075831609,0.577524959421,0,0,0,0.0
2016-04-11 20:57:31.300,4.00227092013e-05,0.864418147667,0.498763142442,0.481463715417,0.482288111076,0.492182339236,0.148374373826,0.254902924942,0.438481393427,0.420979892779,0.891146326393,0.678827573828,0.751522751697,0.418131674981,0.406621847507,0.352364658691,0.662406661249,0.389756583055,0.328075950592,0.57737369691,0,0,0,0.0
