timestamp,pbrk
2016-03-18 21:46:57.303370,0.0
2016-03-18 21:46:57.327771,0.0
2016-03-18 21:46:57.351399,0.0
2016-03-18 21:46:57.374993,0.0
2016-03-18 21:46:57.399900,0.0
2016-03-18 21:46:57.424025,0.0
2016-03-18 21:46:57.447550,0.0
2016-03-18 21:46:57.472036,0.0
2016-03-18 21:46:57.495697,0.0
2016-03-18 21:46:57.520354,0.0
2016-03-18 21:46:57.544049,0.0
2016-03-18 21:46:57.568581,0.0
2016-03-18 21:46:57.592512,0.0
2016-03-18 21:46:57.616627,0.0
2016-03-18 21:46:57.640803,0.0
2016-03-18 21:46:57.664947,0.0
2016-03-18 21:46:57.688545,0.0
2016-03-18 21:46:57.713082,0.0
2016-03-18 21:46:57.736427,0.0
2016-03-18 21:46:57.761187,0.0
2016-03-18 21:46:57.784471,0.0
2016-03-18 21:46:57.809099,0.0
2016-03-18 21:46:57.833014,0.0
2016-03-18 21:46:57.857305,0.0
2016-03-18 21:46:57.881401,0.0
2016-03-18 21:46:57.905205,0.0
2016-03-18 21:46:57.929783,0.0
2016-03-18 21:46:57.954352,0.0
2016-03-18 21:46:57.978129,0.0
2016-03-18 21:46:58.002239,0.0
2016-03-18 21:46:58.026140,0.0
2016-03-18 21:46:58.050210,0.0
2016-03-18 21:46:58.075102,0.0
2016-03-18 21:46:58.099191,0.0
2016-03-18 21:46:58.122422,0.0
2016-03-18 21:46:58.146072,0.0
2016-03-18 21:46:58.170146,0.0
2016-03-18 21:46:58.195340,0.0
2016-03-18 21:46:58.219145,0.0
2016-03-18 21:46:58.243224,0.0
2016-03-18 21:46:58.267014,0.0
2016-03-18 21:46:58.291770,0.0
2016-03-18 21:46:58.315372,0.0
2016-03-18 21:46:58.339061,0.0
2016-03-18 21:46:58.363877,0.0
2016-03-18 21:46:58.387693,0.0
2016-03-18 21:46:58.411802,0.0
2016-03-18 21:46:58.435913,0.0
2016-03-18 21:46:58.460515,0.0
2016-03-18 21:46:58.484663,0.0
2016-03-18 21:46:58.508246,0.0
2016-03-18 21:46:58.532349,0.0
2016-03-18 21:46:58.557179,0.0
2016-03-18 21:46:58.580802,0.0
2016-03-18 21:46:58.604169,0.0
2016-03-18 21:46:58.628540,0.0
2016-03-18 21:46:58.653856,0.0
2016-03-18 21:46:58.677357,0.0
2016-03-18 21:46:58.702021,0.0
2016-03-18 21:46:58.725382,0.0
2016-03-18 21:46:58.749797,0.0
2016-03-18 21:46:58.773199,0.0
2016-03-18 21:46:58.797826,0.0
2016-03-18 21:46:58.822512,0.0
2016-03-18 21:46:58.846786,0.0
2016-03-18 21:46:58.869773,0.0
2016-03-18 21:46:58.894102,0.0
2016-03-18 21:46:58.918527,0.0
2016-03-18 21:46:58.942666,0.0
2016-03-18 21:46:58.966577,0.0
2016-03-18 21:46:58.990666,0.0
2016-03-18 21:46:59.014639,0.0
2016-03-18 21:46:59.038290,0.0
2016-03-18 21:46:59.063013,0.0
2016-03-18 21:46:59.086884,0.0
2016-03-18 21:46:59.111092,0.0
2016-03-18 21:46:59.135283,0.0
2016-03-18 21:46:59.158980,0.0
2016-03-18 21:46:59.182955,0.0
2016-03-18 21:46:59.207885,0.0
2016-03-18 21:46:59.231706,0.0
2016-03-18 21:46:59.255463,0.0
2016-03-18 21:46:59.279937,0.0
2016-03-18 21:46:59.303938,0.0
2016-03-18 21:46:59.328276,0.0
2016-03-18 21:46:59.352336,0.0
2016-03-18 21:46:59.376172,0.0
2016-03-18 21:46:59.400330,0.0
2016-03-18 21:46:59.424703,0.0
2016-03-18 21:46:59.448328,0.0
2016-03-18 21:46:59.472795,0.0
2016-03-18 21:46:59.495965,0.0
2016-03-18 21:46:59.520795,0.0
2016-03-18 21:46:59.544841,0.0
2016-03-18 21:46:59.568935,0.0
2016-03-18 21:46:59.593394,0.0
2016-03-18 21:46:59.616907,0.0
2016-03-18 21:46:59.641200,0.0
2016-03-18 21:46:59.665538,0.0
2016-03-18 21:46:59.689457,0.0
2016-03-18 21:46:59.712874,0.0
2016-03-18 21:46:59.737252,0.0
2016-03-18 21:46:59.761831,0.0
2016-03-18 21:46:59.785405,0.0
2016-03-18 21:46:59.810714,0.0
2016-03-18 21:46:59.834560,0.0
2016-03-18 21:46:59.858318,0.0
2016-03-18 21:46:59.882416,0.0
2016-03-18 21:46:59.906513,0.0
2016-03-18 21:46:59.929956,0.0
2016-03-18 21:46:59.954205,0.0
2016-03-18 21:46:59.977981,0.0
2016-03-18 21:47:00.002835,0.0
2016-03-18 21:47:00.026721,0.0
2016-03-18 21:47:00.050487,0.0
2016-03-18 21:47:00.074836,0.0
2016-03-18 21:47:00.098694,0.0
2016-03-18 21:47:00.122908,0.0
2016-03-18 21:47:00.147092,0.0
2016-03-18 21:47:00.171678,0.0
2016-03-18 21:47:00.195690,0.0
2016-03-18 21:47:00.219352,0.0
2016-03-18 21:47:00.244116,0.0
2016-03-18 21:47:00.267741,0.0
2016-03-18 21:47:00.291673,0.0
2016-03-18 21:47:00.315824,0.0
2016-03-18 21:47:00.339730,0.0
2016-03-18 21:47:00.363925,0.0
2016-03-18 21:47:00.387776,0.0
2016-03-18 21:47:00.412270,0.0
2016-03-18 21:47:00.436276,0.0
2016-03-18 21:47:00.460850,0.0
2016-03-18 21:47:00.483838,0.0
2016-03-18 21:47:00.508814,0.0
2016-03-18 21:47:00.532763,0.0
2016-03-18 21:47:00.556866,0.0
2016-03-18 21:47:00.581382,0.0
2016-03-18 21:47:00.604543,0.0
2016-03-18 21:47:00.630113,0.0
2016-03-18 21:47:00.652756,0.0
2016-03-18 21:47:00.677828,0.0
2016-03-18 21:47:00.701050,0.0
2016-03-18 21:47:00.725418,0.0
2016-03-18 21:47:00.750200,0.0
2016-03-18 21:47:00.773736,0.0
2016-03-18 21:47:00.798038,0.0
2016-03-18 21:47:00.822162,0.0
2016-03-18 21:47:00.846307,0.0
2016-03-18 21:47:00.870039,0.0
2016-03-18 21:47:00.894659,0.0
2016-03-18 21:47:00.918625,0.0
2016-03-18 21:47:00.942725,0.0
2016-03-18 21:47:00.966999,0.0
2016-03-18 21:47:00.991099,0.0
2016-03-18 21:47:01.015594,0.0
2016-03-18 21:47:01.038856,0.0
2016-03-18 21:47:01.063733,0.0
2016-03-18 21:47:01.087147,0.0
2016-03-18 21:47:01.111050,0.0
2016-03-18 21:47:01.135240,0.0
2016-03-18 21:47:01.159736,0.0
2016-03-18 21:47:01.183717,0.0
2016-03-18 21:47:01.207982,0.0
2016-03-18 21:47:01.231706,0.0
2016-03-18 21:47:01.256252,0.0
2016-03-18 21:47:01.279851,0.0
2016-03-18 21:47:01.304610,0.0
2016-03-18 21:47:01.328439,0.0
2016-03-18 21:47:01.352231,0.0
2016-03-18 21:47:01.376628,0.0
2016-03-18 21:47:01.400529,0.0
2016-03-18 21:47:01.425429,0.0
2016-03-18 21:47:01.448539,0.0
2016-03-18 21:47:01.473060,0.0
2016-03-18 21:47:01.497236,0.0
2016-03-18 21:47:01.522261,0.0
2016-03-18 21:47:01.545751,0.0
2016-03-18 21:47:01.569854,0.0
2016-03-18 21:47:01.594300,0.0
2016-03-18 21:47:01.617595,0.0
2016-03-18 21:47:01.642364,0.0
2016-03-18 21:47:01.665734,0.0
2016-03-18 21:47:01.690278,0.0
2016-03-18 21:47:01.714083,0.0
2016-03-18 21:47:01.738078,0.0
2016-03-18 21:47:01.762114,0.0
2016-03-18 21:47:01.787076,0.0
2016-03-18 21:47:01.810376,0.0
2016-03-18 21:47:01.833941,0.0
2016-03-18 21:47:01.858887,0.0
2016-03-18 21:47:01.883932,0.0
2016-03-18 21:47:01.907822,0.0
2016-03-18 21:47:01.931391,0.0
2016-03-18 21:47:01.954792,0.0
2016-03-18 21:47:01.979251,0.0
2016-03-18 21:47:02.004564,0.0
2016-03-18 21:47:02.027266,0.0
2016-03-18 21:47:02.052079,0.0
2016-03-18 21:47:02.074996,0.0
2016-03-18 21:47:02.099327,0.0
2016-03-18 21:47:02.123754,0.0
2016-03-18 21:47:02.147712,0.0
2016-03-18 21:47:02.171602,0.0
2016-03-18 21:47:02.196695,0.0
2016-03-18 21:47:02.220161,0.0
2016-03-18 21:47:02.243873,0.0
2016-03-18 21:47:02.268260,0.0
2016-03-18 21:47:02.292919,0.0
2016-03-18 21:47:02.316390,0.0
2016-03-18 21:47:02.340704,0.0
2016-03-18 21:47:02.364401,0.0
2016-03-18 21:47:02.389238,0.0
2016-03-18 21:47:02.413076,0.0
2016-03-18 21:47:02.437448,0.0
2016-03-18 21:47:02.460607,0.0
2016-03-18 21:47:02.485388,0.0
2016-03-18 21:47:02.509765,0.0
2016-03-18 21:47:02.533044,0.0
2016-03-18 21:47:02.557896,0.0
2016-03-18 21:47:02.582248,0.0
2016-03-18 21:47:02.606439,0.0
2016-03-18 21:47:02.630129,0.0
2016-03-18 21:47:02.653217,0.0
2016-03-18 21:47:02.678238,0.0
2016-03-18 21:47:02.702179,0.0
2016-03-18 21:47:02.727172,0.0
2016-03-18 21:47:02.750504,0.0
2016-03-18 21:47:02.774056,0.0
2016-03-18 21:47:02.798723,0.0
2016-03-18 21:47:02.822239,0.0
2016-03-18 21:47:02.846780,0.0
2016-03-18 21:47:02.871119,0.0
2016-03-18 21:47:02.895207,0.0
2016-03-18 21:47:02.918541,0.0
2016-03-18 21:47:02.943856,0.0
2016-03-18 21:47:02.967064,0.0
2016-03-18 21:47:02.991566,0.0
2016-03-18 21:47:03.015773,0.0
2016-03-18 21:47:03.039275,0.0
2016-03-18 21:47:03.062891,0.0
2016-03-18 21:47:03.087868,0.0
2016-03-18 21:47:03.112273,0.0
2016-03-18 21:47:03.136258,0.0
2016-03-18 21:47:03.159743,0.0
2016-03-18 21:47:03.184407,0.0
2016-03-18 21:47:03.208711,0.0
2016-03-18 21:47:03.236726,0.0
2016-03-18 21:47:03.256836,0.0
2016-03-18 21:47:03.280979,0.0
2016-03-18 21:47:03.306107,0.0
2016-03-18 21:47:03.328545,0.0
2016-03-18 21:47:03.353320,0.0
2016-03-18 21:47:03.376600,0.0
2016-03-18 21:47:03.402599,0.0
2016-03-18 21:47:03.424645,0.0
2016-03-18 21:47:03.449445,0.0
2016-03-18 21:47:03.473807,0.0
2016-03-18 21:47:03.497644,0.0
2016-03-18 21:47:03.522123,0.0
2016-03-18 21:47:03.546201,0.0
2016-03-18 21:47:03.569162,0.0
2016-03-18 21:47:03.594044,0.0
2016-03-18 21:47:03.618469,0.0
2016-03-18 21:47:03.641673,0.0
2016-03-18 21:47:03.665766,0.0
2016-03-18 21:47:03.690348,0.0
2016-03-18 21:47:03.714867,0.0
2016-03-18 21:47:03.738444,0.0
2016-03-18 21:47:03.763000,0.0
2016-03-18 21:47:03.786906,0.0
2016-03-18 21:47:03.811184,0.0
2016-03-18 21:47:03.834342,0.0
2016-03-18 21:47:03.859171,0.0
2016-03-18 21:47:03.882652,0.0
2016-03-18 21:47:03.907086,0.0
2016-03-18 21:47:03.932006,0.0
2016-03-18 21:47:03.955687,0.0
2016-03-18 21:47:03.979712,0.0
2016-03-18 21:47:04.003681,0.0
2016-03-18 21:47:04.028307,0.0
2016-03-18 21:47:04.051879,0.0
2016-03-18 21:47:04.076157,0.0
2016-03-18 21:47:04.099847,0.0
2016-03-18 21:47:04.123663,0.0
2016-03-18 21:47:04.151488,0.0
2016-03-18 21:47:04.172481,0.0
2016-03-18 21:47:04.203353,0.0
2016-03-18 21:47:04.220606,0.0
2016-03-18 21:47:04.244229,0.0
2016-03-18 21:47:04.269054,0.0
2016-03-18 21:47:04.293032,0.0
2016-03-18 21:47:04.318430,0.0
2016-03-18 21:47:04.341792,0.0
2016-03-18 21:47:04.365154,0.0
2016-03-18 21:47:04.389622,0.0
2016-03-18 21:47:04.413479,0.0
2016-03-18 21:47:04.437921,0.0
2016-03-18 21:47:04.461396,0.0
2016-03-18 21:47:04.485724,0.0
2016-03-18 21:47:04.509966,0.0
2016-03-18 21:47:04.534192,0.0
2016-03-18 21:47:04.558384,0.0
2016-03-18 21:47:04.582346,0.0
2016-03-18 21:47:04.606540,0.0
2016-03-18 21:47:04.630153,0.0
2016-03-18 21:47:04.654826,0.0
2016-03-18 21:47:04.678453,0.0
2016-03-18 21:47:04.702806,0.0
2016-03-18 21:47:04.726748,0.0
2016-03-18 21:47:04.751234,0.0
2016-03-18 21:47:04.774990,0.0
2016-03-18 21:47:04.799033,0.0
2016-03-18 21:47:04.822550,0.0
2016-03-18 21:47:04.847702,0.0
2016-03-18 21:47:04.871260,0.0
2016-03-18 21:47:04.895214,0.0
2016-03-18 21:47:04.918849,0.0
2016-03-18 21:47:04.943567,0.0
2016-03-18 21:47:04.967402,0.0
2016-03-18 21:47:04.991663,0.0
2016-03-18 21:47:05.015724,0.0
2016-03-18 21:47:05.040123,0.0
2016-03-18 21:47:05.063996,0.0
2016-03-18 21:47:05.088033,0.0
2016-03-18 21:47:05.112458,0.0
2016-03-18 21:47:05.136477,0.0
2016-03-18 21:47:05.163576,0.0
2016-03-18 21:47:05.184113,0.0
2016-03-18 21:47:05.208062,0.0
2016-03-18 21:47:05.234558,0.0
2016-03-18 21:47:05.257410,0.0
2016-03-18 21:47:05.281458,0.0
2016-03-18 21:47:05.304967,0.0
2016-03-18 21:47:05.329121,0.0
2016-03-18 21:47:05.353345,0.0
2016-03-18 21:47:05.377396,0.0
2016-03-18 21:47:05.401346,0.0
2016-03-18 21:47:05.427335,0.0
2016-03-18 21:47:05.449610,0.0
2016-03-18 21:47:05.474096,0.0
2016-03-18 21:47:05.498120,0.0
2016-03-18 21:47:05.522330,0.0
2016-03-18 21:47:05.546267,0.0
2016-03-18 21:47:05.570661,0.0
2016-03-18 21:47:05.594045,0.0
2016-03-18 21:47:05.618694,0.0
2016-03-18 21:47:05.642195,0.0
2016-03-18 21:47:05.666279,0.0
2016-03-18 21:47:05.691107,0.0
2016-03-18 21:47:05.719265,0.0
