timestamp,speed,engine_rpm,coolant_temp,throttle_position,latitude,longitude,elevation,acceleration,sessionID,intersectionDist,intersectionDirection,lvelX,lposX,rposX,rvelX,mvelX,mposX,leftlane_valid,leftlane_offset,leftlane_curvature,leftlane_boundarytype,rightlane_valid,rightlane_offset,rightlane_curvature,rightlane_boundarytype,ssa,pbrk,hv_accp,b_p,numHandsOnWheel,gripClusterID,left_x0,left_y0,left_d,left_theta,left_onOff,left_isMoving,left_movingD,left_movingTheta,right_x0,right_y0,right_d,right_theta,right_onOff,right_isMoving,right_movingD,right_movingTheta,dBeweenHands,angleBetweenHands,binX1,binX2,binX3,binX4,binTheta1,binTheta2,binTheta3,binTheta4,Mean
datetime,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float
T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23 21:53:45.700,0,0,72.0,39.0,37.381688,-122.060658,39.2,0.0,3.0,126.37,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-2658.0,0.0,0.0,1.0,0,8,-1.85,-0.69,1.97,0.36,0.0,1.0,0.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0735294117647,0.0882352941176,0.0588235294118,0.661764705882,0.191176470588,0.0,0.147058823529,-21.3509263116
2016-03-23 21:53:45.800,0,0,72.0,39.0,37.381688,-122.060658,39.2,0.0,3.0,126.37,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-2658.0,0.0,0.0,1.0,0,8,-1.37,-0.69,1.54,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676470588235,0.0,0.0,0.323529411765,-28.5105910811
2016-03-23 21:53:45.900,0,0,72.0,39.0,37.381688,-122.06065925,39.15,0.0,3.0,126.26625,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-2658.0,0.0,0.0,1.0,1,8,-0.98,-0.66,1.18,0.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676470588235,0.0,0.0,0.323529411765,-40.3698214677
2016-03-23 21:53:46.000,0,0,72.0,39.0,37.381688,-122.0606605,39.1,0.0,3.0,126.1625,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-2658.0,0.0,0.0,1.0,1,8,-0.68,-0.56,0.88,0.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0294117647059,0.0147058823529,0.0,0.0147058823529,0.0,0.102941176471,0.882352941176,1.18617515907
2016-03-23 21:53:46.100,0,0,72.0,39.0,37.381688,-122.06066175,39.05,0.0,3.0,126.05875,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-2658.0,0.0,0.0,1.0,1,8,-0.44,-0.44,0.63,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0294117647059,0.0147058823529,0.0,0.0147058823529,0.0,0.102941176471,0.882352941176,1.18617515907
2016-03-23 21:53:46.200,0,0,72.0,39.0,37.381688,-122.060663,39.0,0.0,3.0,125.955,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-2658.0,0.0,0.0,1.0,0,8,-0.35,-0.22,0.41,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.65416834241
2016-03-23 21:53:46.300,0,0,72.0,39.0,37.381688,-122.06066425,38.95,0.0,3.0,125.85125,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-2658.0,0.0,0.0,1.0,0,8,-0.32,0.05,0.32,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.65416834241
2016-03-23 21:53:46.400,0,0,72.0,39.0,37.381688,-122.0606655,38.9,0.0,3.0,125.7475,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-2658.0,0.0,0.0,1.0,1,8,-0.68,0.2,0.71,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.65416834241
