timestamp,speed,engine_rpm,coolant_temp,throttle_position,latitude,longitude,elevation,acceleration,sessionID,intersectionDist,intersectionDirection,lvelX,lposX,rposX,rvelX,mvelX,mposX,leftlane_valid,leftlane_offset,leftlane_curvature,leftlane_boundarytype,rightlane_valid,rightlane_offset,rightlane_curvature,rightlane_boundarytype,ssa,pbrk,hv_accp,b_p,numHandsOnWheel,gripClusterID,left_x0,left_y0,left_d,left_theta,left_onOff,left_isMoving,left_movingD,left_movingTheta,right_x0,right_y0,right_d,right_theta,right_onOff,right_isMoving,right_movingD,right_movingTheta,dBeweenHands,angleBetweenHands,binX1,binX2,binX3,binX4,binTheta1,binTheta2,binTheta3,binTheta4,Mean
datetime,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float
T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11 20:57:30.400,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8,-1.51,-0.83,1.73,0.5,0.0,0.0,0.0,0.0,0.52,2.15,2.21,4.48,0.0,0.0,0.0,0.0,3.61,3.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-22.9489187305
2016-04-11 20:57:30.500,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8,-1.51,-0.83,1.73,0.5,0.0,0.0,0.0,0.0,0.52,2.15,2.21,4.48,0.0,0.0,0.0,0.0,3.61,3.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-17.7821417996
2016-04-11 20:57:30.600,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8,-1.51,-0.83,1.73,0.5,0.0,0.0,0.0,0.0,0.52,2.15,2.21,4.48,0.0,0.0,0.0,0.0,3.61,3.97,0.0,0.0,0.0,0.0,0.808823529412,0.0,0.0,0.191176470588,-24.0638233357
2016-04-11 20:57:30.700,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8,-1.51,-0.83,1.73,0.5,0.0,0.0,0.0,0.0,0.52,2.15,2.21,4.48,0.0,0.0,0.0,0.0,3.61,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.93179680106
2016-04-11 20:57:30.800,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8,-1.51,-0.83,1.73,0.5,0.0,0.0,0.0,0.0,0.52,2.15,2.21,4.48,0.0,0.0,0.0,0.0,3.61,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.81460563729
2016-04-11 20:57:30.900,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8,-1.51,-0.83,1.73,0.5,0.0,0.0,0.0,0.0,0.52,2.15,2.21,4.48,0.0,0.0,0.0,0.0,3.61,3.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.62308262196
2016-04-11 20:57:31.000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8,-1.51,-0.83,1.73,0.5,0.0,0.0,0.0,0.0,0.52,2.15,2.21,4.48,0.0,0.0,0.0,0.0,3.61,3.97,0.0588235294118,0.941176470588,0.0,0.0,0.529411764706,0.0,0.0,0.470588235294,-0.656491053012
2016-04-11 20:57:31.100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8,-1.51,-0.83,1.73,0.5,0.0,0.0,0.0,0.0,0.52,2.15,2.21,4.48,0.0,0.0,0.0,0.0,3.61,3.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.51196006851
